Coptic,English
ⲁⲩⲱ ⲁⲛⲟⲕ ϯⲛⲁⲧⲱⲟⲩⲛ ϩⲁⲧⲉⲙ n ⲡⲁⲉⲓⲱⲧ ⲛⲧⲁⲓⲉⲓ ⲛⲁⲕ ⲉⲧⲥⲱϣⲉ ⲉⲡⲙⲁ ⲉⲧⲉⲕⲛⲁϣⲱⲡⲉ ⲛϩⲏⲧϥ ⲁⲛⲟⲕ ⲟⲛ ϯⲛⲁϣⲁϫⲉ ⲙⲛⲡⲁⲉⲓⲱⲧ ⲉⲧⲃⲏⲏⲧⲕ ⲛⲧⲁⲛⲁⲩ ⲉⲡⲉⲧⲉϥⲛⲁϫⲟⲟϥ ⲁⲩⲱ ⲡϣⲁϫⲉ ⲉⲧⲛⲏⲩ ⲉⲃⲟⲗ ϯⲛⲁⲧⲁⲩⲟϥ ⲉⲣⲟⲕ,"and i will go forth, and stand near my father in the field where thou shalt be, and i will speak concerning thee to my father; and i will see what his answer may be, and i will tell thee."
ⲁⲥⲕⲱⲛⲥ ⲛⲛⲉⲥϣⲱⲱⲧ ⲁⲥⲕⲉⲣⲁ ⲙⲡⲉⲥⲏⲣⲡ ⲉⲩϩⲛⲁⲁⲩ ⲁⲥⲥⲟⲃⲧⲉ ⲛⲧⲉⲥⲧⲣⲁⲡⲉⲍⲁ,"she has killed her beasts; she has mingled her wine in a bowl, and prepared her table."
ⲡⲁⲓ ⲉⲧⲛⲁⲧⲱⲱⲃⲉ ⲙⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲕⲁⲧⲁⲛⲉϥϩⲃⲏⲩⲉ .,who 'will pay back to everyone according to their works:'
ⲁϥϫⲓ ⲇⲉ ⲛϭⲓⲙⲱⲩⲥⲏⲥ ⲙⲡⲉⲥⲛⲟϥ ⲁϥϭⲟϣϭⲉϣ ⲙⲙⲟϥ ⲉⲃⲟⲗ ϩⲓϫⲙⲡⲗⲁⲟⲥ ⲁⲩⲱ ⲡⲉϫⲁϥ ϫⲉⲡⲁⲓⲡⲉ ⲡⲉⲥⲛⲟϥ ⲛⲧⲇⲓⲁⲑⲏⲕⲏ ⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲥⲙⲛⲧⲥ ⲛⲙⲙⲏⲧⲛ ⲉⲧⲃⲉⲛⲉⲓϣⲁϫⲉ ⲧⲏⲣⲟⲩ,"and moses took the blood and sprinkled it upon the people, and said, behold the blood of the covenant, which the lord has made with you concerning all these words."
ⲧⲟⲧⲉ ⲁϥⲕⲉⲗⲉⲩⲉ ⲉⲧⲣⲉⲩⲙⲟⲟⲛⲉ ⲉⲡⲉⲕⲣⲟ · ⲛⲥⲉⲥⲙⲓⲛⲉ ⲙⲡⲃⲏⲙⲁ ϩⲙⲡⲙⲁ ⲉⲧⲙⲙⲁⲩ ·,"then the count eutuchianus commanded them to tie up the boat to the shore, and to set up his seat of justice at that place."
ⲙⲡⲣⲧⲙϩⲉⲛϫⲃⲃⲉⲥ ⲙⲡⲣⲉϥⲣⲛⲟⲃⲉ ⲙⲏⲡⲟⲧⲉ ⲛⲅⲣⲱⲕϩ ϩⲙⲡⲕⲱϩⲧ ⲙⲡⲉϥϣⲁϩ,"kindle not the coals of a sinner, lest thou be burnt with the flame of his fire."
ⲛⲧⲉⲣⲉϥⲧⲱϩⲙ ⲇⲉ ⲉⲣⲙ ⲡⲣⲟ ⲛⲧϩⲁⲉⲓⲧ . ⲁⲩϣⲉⲉⲣⲉ ϣⲏⲙ ⲉⲓ ⲉⲃⲟⲗ ⲉⲟⲩⲱϣⲃ ⲉⲡⲉⲥⲣⲁⲛ ⲡⲉ ϩⲣⲟⲇⲏ .,"when peter knocked at the door of the gate, a maid named rhoda came to answer."
ⲉϣⲱⲡⲉ ⲉⲣⲉⲡⲙⲁⲉⲓⲛ ⲟⲩⲟⲃϣ ⲉⲙⲁⲧⲉ ϩⲙⲡϣⲁⲁⲣ ⲙⲡⲉϥⲥⲱⲙⲁ ⲁⲩⲱ ⲉⲣⲉⲡϩⲣⲃ ⲑⲃⲃⲓⲏⲩ ⲏ ⲉⲛⲉ ϭⲱⲃ ⲉⲃⲟⲗ ϩⲙⲡⲉϥϣⲁⲁⲣ ⲁⲩⲱ ⲉⲙⲡⲉ ⲡⲉϥϥⲱ ϣⲓⲃⲉ ⲉⲩϥⲱ ⲉϥⲟⲩⲟⲃϣ ⲡⲁⲓ ⲇⲉ ⲉϥⲕⲣⲙⲣⲱⲙ ⲏ ⲉϥⲧⲉϩⲧⲱϩ ⲉⲣⲉⲡⲟⲩⲏⲏⲃ ⲡⲱⲣϫ ⲉⲃⲟⲗ ⲙⲡⲉϥϩⲣⲃ ⲛⲥⲁϣϥ ⲛϩⲟⲟⲩ,"but if the spot be clear and white in the skin of his flesh, yet the appearance of it be not deep below the skin, and its hair have not changed itself for white hair, but it is dark, then the priest shall separate him that has the spot seven days;"
ⲥⲁⲟⲩⲗ ⲇⲉ ⲡⲉϫⲁϥ ⲙⲡⲉϥϩⲙϩⲁⲗ ⲉⲧⲛⲙⲙⲁϥ ϫⲉⲉⲓⲥϩⲏⲏⲧⲉ ϩⲏ ⲁⲛⲃⲱⲕ ⲟⲩ ⲡⲉⲧⲉⲛⲛⲁⲧⲁⲁϥ ⲙⲡⲣⲱⲙⲉ ⲙⲡⲛⲟⲩⲧⲉ ϫⲉⲛⲉⲟⲉⲓⲕ ⲁⲩⲟⲩⲱ ⲉⲃⲟⲗ ϩⲛⲛⲛⲥⲕⲏⲩⲉ ⲁⲩⲱ ⲙⲛϭⲉⲗⲁⲁⲩ ⲛϩⲟⲩⲟ ⲛⲧⲟⲟⲧⲛ ⲉⲧⲣⲉⲛϫⲓⲧϥ ⲉⲣⲁⲧϥ ⲙⲡⲣⲱⲙⲉ ⲙⲡⲛⲟⲩⲧⲉ,"and saul said to his young man that was with him, lo, then, we will go; but what shall we bring the man of god? for the loaves are spent out of our vessels, and we have nothing more with us that belongs to us to bring to the man of god."
ⲁⲓⲛⲁⲩ ⲉⲩⲙⲏⲏϣⲉ ⲛϩⲁⲗⲏⲧ ⲙⲛϩⲉⲛⲛⲟⲩⲣⲉ · ⲉⲩⲟⲩⲏϩ ϩⲓϫⲛⲟⲩⲕⲱϩ ⲙⲡⲉⲧⲣⲁ ·,i saw a very large number of birds and vultures gathered together upon a crag of the rock.
ⲡⲉϫⲁⲥ ⲛⲁϥ,"and she said unto him,"
ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲛⲧⲁϥϯⲉⲟⲟⲩ ⲛⲁϥ ⲟⲩⲁⲁϥ ⲁⲛ ⲉⲧⲣⲉϥϣⲱⲡⲉ ⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲁⲗⲗⲁ ⲡⲉⲛⲧⲁϥϣⲁϫⲉ ⲛⲙⲙⲁϥ ⲡⲉ ϫⲉⲛⲧⲟⲕ ⲡⲉ ⲡⲁϣⲏⲣⲉ ⲁⲛⲟⲕ ⲁⲓϫⲡⲟⲕ ⲙⲡϩⲟⲟⲩ .,"so also christ didn't glorify himself to be made a high priest, but it was he who said to him, 'you are my son. today i have become your father.'"
ⲡⲉⲛⲧⲁϥⲉⲛⲉⲣⲅⲉⲓ ⲅⲁⲣ ⲙⲡⲉⲧⲣⲟⲥ ⲉⲧⲙⲛⲧⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲙⲡⲥⲃⲃⲉ . ⲁϥⲉⲛⲉⲣⲅⲉⲓ ϩⲱ ⲛⲁⲓ ⲉⲛϩⲉⲑⲛⲟⲥ .,(for he who appointed peter to the apostleship of the circumcision appointed me also to the gentiles);
ⲛⲧⲉⲓϩⲉ ⲟⲛ ⲛⲕⲉϩⲃⲏⲩⲉ ⲉⲧⲛⲁⲛⲟⲩⲟⲩ ⲟⲩⲟⲛϩ ⲉⲃⲟⲗ . ⲁⲩⲱ ⲛⲉⲧⲟ ⲛⲕⲉⲥⲙⲟⲧ ⲛⲁϣϩⲱⲡ ⲁⲛ .,"in the same way also there are good works that are obvious, and those that are otherwise can't be hidden."
ⲡⲉϫⲁⲥ ⲛⲁⲩ ϫⲉϯⲥⲟⲟⲩⲛ ϫⲉⲁⲡϫⲟⲉⲓⲥ ⲡⲉⲧⲛⲛⲟⲩⲧⲉ ϯ ⲙⲡⲉⲓⲕⲁϩ ⲉϩⲣⲁⲓ ⲉⲧⲟⲟⲧⲧⲏⲩⲧⲛ ⲧⲉⲧⲛϩⲟⲧⲉ ⲅⲁⲣ ⲁⲥϩⲉ ⲉϩⲣⲁⲓ ⲉϫⲱⲛ ϫⲉⲁⲩⲃⲱⲗ ⲉⲃⲟⲗ ⲛϭⲓⲛⲉⲧⲟⲩⲏϩ ϩⲙⲡⲕⲁϩ ϩⲁⲧϩⲏ ⲙⲡⲉⲧⲛϩⲟ,"and she said to them, i know that the lord has given you the land; for the fear of you has fallen upon us."
ⲧⲟⲧⲉ ⲁⲩϯⲡⲉⲩⲟⲩⲟⲉⲓ ⲉⲓⲏⲥⲟⲩⲥ ⲛϭⲓϩⲉⲛⲥⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲙⲛϩⲉⲛⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲉⲃⲟⲗ ϩⲛⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲉⲩϫⲱ ⲙⲙⲟⲥ .,"then pharisees and scribes came to jesus from jerusalem, saying,"
ⲡⲁⲓ ⲇⲉ ⲁϥϣⲱⲡⲉ ⲛϣⲙⲧⲥⲱⲱⲡ . ⲁⲩⲱ ⲁⲩϥⲓ ⲛⲕⲁ ⲛⲓⲙ ⲉϩⲣⲁⲓ ⲉⲧⲡⲉ .,"this was done three times, and all were drawn up again into heaven."
ϫⲉⲡⲛⲟⲩⲧⲉ ⲛⲁⲛⲟⲩϩⲙ ⲛⲥⲓⲱⲛ ⲁⲩⲱ ⲥⲉⲛⲁⲕⲱⲧ ⲛⲙⲡⲟⲗⲓⲥ ⲛⲧⲓⲟⲩⲇⲁⲓⲁ ⲛⲥⲉⲟⲩⲱϩ ⲙⲙⲁⲩ ⲛⲥⲉⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲙⲙⲟⲥ,"for god will save sion, and the cities of judea shall be built; and men shall dwell there, and inherit it."
ⲁⲩⲱ ⲛⲧⲉⲣⲉϥⲉⲓ ϣⲁⲣⲟⲛ ⲁϥϥⲓ ⲙⲡⲙⲟϫϩ ⲙⲡⲁⲩⲗⲟⲥ ⲁϥⲙⲟⲩⲣ ⲛⲛⲉϥⲟⲩⲉⲣⲏⲧⲉ ⲙⲛⲛⲉϥϭⲓϫ ⲡⲉϫⲁϥ ϫⲉⲛⲁⲓ ⲛⲉⲧⲉⲣⲉⲡⲉⲡⲛⲉⲩⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ ϫⲱ ⲙⲙⲟⲟⲩ ϫⲉⲡⲣⲱⲙⲉ ⲉⲧⲉⲡⲱϥ ⲡⲉ ⲡⲉⲓⲙⲟϫϩ ⲥⲉⲛⲁⲙⲟⲣϥ ⲛⲧⲉⲓϩⲉ ϩⲛⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲛϭⲓⲛⲓⲟⲩⲇⲁⲓ ⲁⲩⲱ ⲛⲥⲉⲧⲁⲁϥ ⲉϩⲣⲁⲓ ⲉⲛϭⲓϫ ⲛⲛϩⲉⲑⲛⲟⲥ .,"coming to us, and taking paul's belt, he bound his own feet and hands, and said, 'thus says the holy spirit: 'so will the jews at jerusalem bind the man who owns this belt, and will deliver him into the hands of the gentiles.''"
ⲉⲓⲟⲩⲱϣ ⲉⲧⲣⲉⲕⲧⲁⲙⲟⲓ ⲉⲧⲃⲉⲛⲥⲓⲟⲩ ⲉⲧⲛⲛⲁⲩ ⲉⲣⲟⲟⲩ ϩⲙⲡⲉⲥⲧⲉⲣⲉⲱⲙⲁ ϫⲉⲉⲣϣⲁⲛⲡⲣⲏ ϣⲁ ϣⲁⲛⲗⲟ ⲉⲛⲛⲁⲩ ⲉⲣⲟⲟⲩ ·,"i would that thou didst inform me concerning the stars which we see in the firmament, and tell me why it is that we cease to see them when the sun hath risen."
ⲁⲣⲓⲡⲉⲛⲙⲉⲉⲩⲉ ⲡϫⲟⲉⲓⲥ ϩⲙⲡⲟⲩⲱϣ ⲙⲡⲉⲕⲗⲁⲟⲥ ⲛⲅϭⲙⲡⲉⲛϣⲓⲛⲉ ϩⲙⲡⲉⲕⲟⲩϫⲁⲓ,"remember us, o lord, with the favour thou hast to thy people: visit us with thy salvation;"
ⲟⲩⲁⲩⲁⲁⲛ ⲛⲛⲟⲩⲃ ϩⲓϩⲁⲧ ϩⲓⲉⲛⲉ ⲙⲙⲉ ϩⲓⲙⲁⲣⲅⲁⲣⲓⲧⲏⲥ ϩⲓϣⲛⲥ ϩⲓϫⲏϭⲉ ϩⲓⲥⲓⲣⲓⲕⲟⲛ ϩⲓⲕⲟⲕⲕⲟⲥ ϩⲓϣⲉ ⲛⲑⲓⲛⲟⲛ ϩⲓⲥⲕⲉⲟⲥ ⲛⲓⲙ ⲛⲉⲗⲉⲫⲁⲛⲧⲓⲛⲟⲛ ϩⲓⲥⲕⲉⲟⲥ ⲛⲓⲙ ⲛϣⲉ ⲉϥⲧⲁⲓⲏⲩ ϩⲓϩⲟⲙⲛⲧ ϩⲓⲡⲉⲛⲓⲡⲉ ϩⲓⲙⲁⲣⲙⲁⲣⲟⲛ,"merchandise of gold, silver, precious stones, pearls, fine linen, purple, silk, scarlet, all expensive wood, every vessel of ivory, every vessel made of most precious wood, and of brass, and iron, and marble;"
ⲡⲁⲥⲉⲃⲏⲥ ⲛⲁⲑⲃⲃⲓⲟ ϩⲛⲧⲉϥⲕⲁⲕⲓⲁ ⲟⲩⲇⲓⲕⲁⲓⲟⲥ ⲇⲉ ⲡⲉ ⲡⲉⲧⲛⲁϩⲧⲉ ⲉⲡⲉϥⲟⲩⲟⲡ,the ungodly shall be driven away in his wickedness: but he who is secure in his own holiness is just.
ⲁⲧⲁⲯⲩⲭⲏ ⲉⲉⲓⲃ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲧⲟⲛϩ ϫⲉⲉⲓⲛⲏⲩ ⲧⲛⲁⲩ ⲧⲁⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲙⲡϩⲟ ⲙⲡⲁⲛⲟⲩⲧⲉ,my soul has thirsted for the living god: when shall i come and appear before god?
ⲧⲉⲭⲁⲣⲓⲥ ⲙⲡⲉⲛϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ,the grace of the lord jesus christ be with you all. amen.
ⲁⲛⲟⲕ ⲡⲉ ⲛⲧⲁⲓⲥⲃⲧⲉ ⲡⲟⲩⲟⲉⲓⲛ ⲁⲩⲱ ⲁⲓⲧⲁⲙⲓⲉ ⲉⲡⲕⲁⲕⲉ ⲁⲛⲟⲕ ⲡⲉⲧⲓⲣⲉ ⲛⲧⲉⲓⲣⲏⲛⲏ ⲁⲩⲱ ⲉⲧⲥⲱⲛⲧ ⲛⲛⲙⲡⲉⲧϩⲟⲟⲩ ⲁⲛⲟⲕ ⲡⲉ ⲡϫⲟⲉⲓⲥ ⲡⲛⲟⲩⲧⲉ ⲉⲧⲧⲁⲙⲓⲟ ⲛⲛⲁⲓ ⲧⲏⲣⲟⲩ,"i am he that prepared light, and formed darkness; who make peace, and create evil; i am the lord god, that does all these things."
ⲁⲩⲱ ϩⲙⲡⲙⲉϩⲥⲁϣϥ ⲛϩⲟⲟⲩ ⲉϥⲉϩⲱⲱⲕⲉ ⲙⲡⲉϥϥⲱ ⲧⲏⲣϥ ⲧⲉϥⲁⲡⲉ ⲙⲛⲧⲉϥⲙⲟⲣⲧ ⲙⲛⲛⲉϥⲙⲉϫⲛϩ ⲁⲩⲱ ϥⲱ ⲛⲓⲙ ⲉⲧϩⲓⲱⲱϥ ⲉϥⲉϩⲟⲟⲕⲟⲩ ⲉⲃⲟⲗ ⲛⲉϥϣⲱⲙ ⲛⲛⲉϥϩⲟⲓⲧⲉ ⲛϥϫⲉⲕⲙ ⲡⲉϥⲥⲱⲙⲁ ϩⲛⲟⲩⲙⲟⲟⲩ ⲛϥϣⲱⲡⲉ ⲉϥⲟ ⲛⲕⲁⲑⲁⲣⲟⲥ,"and it shall come to pass on the seventh day, he shall shave off all his hair, his head and his beard, and his eye-brows, even all his hair shall he shave; and he shall wash his garments, and wash his body with water, and shall be clean."
ⲁⲩⲉⲓ ⲉϩⲣⲁⲓ ⲉⲁⲥⲏⲣⲱⲑ,"and they departed from the graves of lust, and encamped in aseroth."
ϣⲁⲣⲉⲡⲇⲓⲕⲁⲓⲟⲥ ⲇⲉ ϫⲱ ⲛⲟⲩⲡⲓⲥⲧⲓⲥ ⲉⲥⲟⲩⲟⲛϩ ⲉⲃⲟⲗ ·,and 'the righteous man declareth the faith which is manifest
ⲉϣⲱⲡⲉ,"if, however, she shall bear thee a daughter, live not with her, but cast her forth from thy house,"
ⲡⲁⲓ ⲉⲛⲧⲁⲛϫⲓ ⲛⲟⲩⲭⲁⲣⲓⲥ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧϥ ⲙⲛⲟⲩⲙⲛ ⲧⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲉⲡⲥⲱⲧⲙ ⲛⲧⲡⲓⲥⲧⲓⲥ,"through whom we received grace and apostleship, for obedience of faith among all the nations, for his name's sake;"
ⲁ ⲛⲁⲥⲛⲏⲩ ⲟⲩⲏ ⲙⲙⲟⲓ ⲁⲩⲥⲟⲩⲛ ϩⲉⲛϣⲙⲙⲟ ⲉϩⲟⲩⲉ ⲉⲣⲟⲓ ⲁ ⲛⲁϣⲃⲉⲉⲣ ⲇⲉ ⲣ ⲟⲩⲁϩⲓϩⲏⲧ,my brethren have stood aloof from me; they have recognized strangers rather than me: and my friends have become pitiless.
ⲥⲁⲟⲩⲗ ϩⲱⲱϥ ⲁϥⲃⲱⲕ ⲉϩⲣⲁⲓ ⲉⲡⲉϥⲏⲓ ⲉⲕⲁⲃⲁⲁ ⲁⲩⲱ ϩⲛⲣⲱⲙⲉ ⲛϫⲱⲱⲣⲉ ⲛⲁⲓ ⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲧⲁⲁⲥ ⲉϩⲣⲁⲓ ⲉⲡⲉⲩϩⲏⲧ ⲁⲩⲃⲱⲕ ⲁⲩⲟⲩⲁϩⲟⲩ ⲛⲥⲁⲥⲁⲟⲩⲗ,and saul departed to his house to gabaa; and there went with saul mighty men whose hearts god had touched.
ϯⲣⲙⲛⲧⲣⲉ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲛⲟⲩⲧⲉ ⲙⲛⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ . ⲡⲁⲓ ⲉⲧⲛⲁⲕⲣⲓⲛⲉ ⲛⲛⲉⲧⲟⲛϩ ⲙⲛⲛⲉⲧⲙⲟⲟⲩⲧ . ⲕⲁⲧⲁⲡⲉϥⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲙⲛⲧⲉϥⲙⲛⲧⲣⲣⲟ .,"i command you therefore before god and the lord jesus christ, who will judge the living and the dead at his appearing and his kingdom:"
ⲛⲉⲩⲛⲟⲩϣⲓⲣⲉ ⲇⲉ ⲙⲙⲁⲩ ⲛⲛϩⲉⲃⲣⲁⲓⲟⲥ ⲡϩⲙϩⲁⲗ ⲙⲡⲁⲣⲭⲏⲙⲁⲅⲉⲓⲣⲟⲥ . . .,"and there was there with us a young man, a hebrew servant of the captain of the guard; and we related to him , and he interpreted to us."
ⲁⲩⲱ ⲁⲃⲓⲥⲁ ⲡϣⲏⲣⲉ ⲛⲥⲁⲣⲟⲩⲉⲓⲁⲥ ⲁϥⲃⲟⲏⲑⲉⲓ ⲉⲣⲟϥ ⲁϥⲡⲁⲧⲁⲥⲥⲉⲓ ⲙⲡⲁⲗⲗⲟⲫⲩⲗⲟⲥ ⲁϥⲙⲟⲟⲩⲧϥ ⲧⲟⲧⲉ ⲁⲩⲱⲣⲕ ⲛⲇⲁⲩⲉⲓⲇ ⲛϭⲓⲛⲉⲣⲱⲙⲉ ⲉⲩϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲛⲛⲉⲕⲉⲓ ⲛϫⲓⲛ ⲉⲡⲉⲓⲛⲁⲩ ⲉⲃⲟⲗ ⲉⲡⲡⲟⲗⲉⲙⲟⲥ ⲛⲙⲙⲁⲛ ϫⲉⲛⲛⲉⲕϫⲛⲉ ⲡϩⲏⲃⲥ ⲙⲡⲓⲥⲣⲁⲏⲗ,"and abessa the son of saruia helped him and smote the philistine, and slew him. then the men of david swore, saying, thou shalt not any longer go out with us to battle, and thou shalt not quench the lamp of israel."
ⲁⲓⲣⲧϩⲉ ⲛⲟⲩⲣⲱⲙⲉ ⲉⲛϥⲥⲱⲧⲙ ⲁⲛ ⲁⲩⲱ ⲉⲙⲛϫⲡⲓⲟ ϩⲛⲧⲉϥⲧⲁⲡⲣⲟ,"and i was as a man that hears not, and who has no reproofs in his mouth."
ⲉϣⲱⲡⲉ ⲅⲁⲣ ⲉⲛϣⲁⲛⲱⲛϩ ⲉⲛⲁⲱⲛϩ ⲙⲡϫⲟⲉⲓⲥ . ⲁⲩⲱ ⲉϣⲱⲡⲉ ⲉⲛϣⲁⲛⲙⲟⲩ ⲉⲛⲁⲙⲟⲩ ⲙⲡϫⲟⲉⲓⲥ . ⲉϣⲱⲡⲉ ϭⲉ ⲉⲛϣⲁⲛⲱⲛϩ ⲉϣⲱⲡⲉ ⲉⲛϣⲁⲛⲙⲟⲩ ⲁⲛⲟⲛ ⲛⲁⲡϫⲟⲉⲓⲥ .,"for if we live, we live to the lord. or if we die, we die to the lord. if therefore we live or die, we are the lord's."
ⲁⲥϣⲱⲡⲉ ⲇⲉ ϩⲙⲡⲧⲣⲉϥⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲡⲏⲓ ⲛⲟⲩⲁⲣⲭⲱⲛ ⲙⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲙⲡⲥⲁⲃⲃⲁⲧⲟⲛ ⲉⲩⲙⲟⲉⲓⲕ ⲛⲧⲟⲟⲩ ⲇⲉ ⲛⲉⲩⲡⲁⲣⲁⲧⲏⲣⲉⲓ ⲉⲣⲟϥ .,"it happened, when he went into the house of one of the rulers of the pharisees on a sabbath to eat bread, that they were watching him."
ⲁϥϯⲡⲉϥⲟⲩⲟⲓ ⲛϭⲓⲓⲏⲥⲟⲩⲥ ⲁϥϫⲱϩ ⲉⲣⲟⲟⲩ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲧⲱⲟⲩⲛ ⲙⲡⲣⲣϩⲟⲧⲉ .,"jesus came and touched them and said, 'get up, and don't be afraid.'"
ⲙⲡⲣⲛⲣⲉϥϭⲉⲡⲏ ⲉϣⲁϫⲉ ⲉⲕⲟⲩⲟϣϥ ⲉⲕⲃⲏⲗ ⲉⲃⲟⲗ ϩⲛⲛⲉⲕϩⲃⲏⲩⲉ,"be not hasty in thy tongue, and in thy deeds slack and remiss."
ⲡⲉⲧⲣϩⲱⲃ ⲉⲡⲉϥⲕⲁϩ ⲛⲁⲥⲉⲓ ⲛⲟⲉⲓⲕ ⲡⲉⲧⲡⲏⲧ ⲇⲉ ⲛⲥⲁⲟⲩⲱⲥϥ ⲛⲁⲥⲉⲓⲧⲙⲛⲧϩⲏⲕⲉ,he that tills his own land shall be satisfied with bread: but he that follows idleness shall have plenty of poverty.
ⲁⲩⲱ ⲉⲧⲉⲧⲛϣⲁⲛⲁⲥⲡⲁⲍⲉ ⲛⲛⲉⲧⲛⲉⲣⲏⲩ ⲙⲙⲁⲧⲉ ⲟⲩ ⲡⲉ ⲡⲉϩⲟⲩⲟ ⲉⲧⲉⲧⲛⲉⲓⲣⲉ ⲙⲙⲟϥ . ⲛⲕⲉϩⲉⲑⲛⲟⲥ ⲛⲧⲟⲟⲩ ⲉⲓⲣⲉ ⲁⲛ ⲙⲡⲁⲓ .,"if you only greet your friends, what more do you do than others? don't even the tax collectors do the same?"
ⲁⲩϣⲟϫⲛⲉ ⲇⲉ ⲙⲛⲛⲉⲩⲉⲣⲏⲩ ϫⲉⲙⲁⲣⲛⲧⲁⲩⲟ ⲉⲡϣⲁϫⲉ ⲉⲡⲡⲉⲧⲟⲩⲁⲁⲃ ⲁⲡⲁ ⲕⲟⲗⲗⲟⲑⲟⲥ ⲟⲩⲛⲟϭ ⲛⲡⲣⲱⲙⲉ · ϥⲛⲁϭⲉⲗⲡⲡϣⲁϫⲉ ⲉⲣⲟϥ · ⲁⲩⲱ ϥⲛⲁϩⲡⲫⲱⲃ ⲉⲣⲟϥ,"then they took counsel together, saying, 'let us relate the matter to the holy man apa colluthus, who is a great one among men; he shall reveal the matter to him (in its true light), and he will not hide the business from him'"
ⲁⲗⲗⲁ ⲉⲕⲉⲟⲩⲟⲙϥ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ ⲡⲉⲕⲛⲟⲩⲧⲉ ϫⲓⲛⲛⲣⲟⲙⲡⲉ ⲣⲟⲙⲡⲉ ϩⲙⲡⲙⲁ ⲉⲧϥⲛⲁⲥⲟⲧⲡϥ ⲛⲁϥ ⲛϭⲓⲡϫⲟⲉⲓⲥ ⲡⲉⲕⲛⲟⲩⲧⲉ ⲛⲧⲟⲕ ⲙⲛⲛⲁⲡⲉⲕⲏⲓ,"thou shalt eat it before the lord year by year in the place which the lord thy god shall choose, thou and thy house."
ⲡⲉⲧⲥⲱⲣⲙ ⲛⲛⲉⲧⲥⲟⲩⲧⲱⲛ ϩⲛⲟⲩϩⲓⲏ ⲉⲥϩⲟⲟⲩ ⲉϥⲛⲁϩⲉ ⲛⲧⲟϥ ⲉϩⲣⲁⲓ ⲉϩⲉⲛⲡⲉⲧϩⲟⲟⲩ ⲛⲉⲧⲟⲩⲁⲁⲃ ⲇⲉ ⲛⲁⲡⲱϣ ⲉϫⲱⲟⲩ ⲛⲙⲡⲉⲧⲛⲁⲛⲟⲩⲟⲩ,"he that causes upright men to err in an evil way, himself shall fall into destruction: transgressor also shall pass by prosperity, but shall not enter into it."
ⲛⲧⲟⲟⲩ ⲇⲉ ⲁⲩⲣ ⲁⲧⲥⲱⲧⲙ ⲁⲩⲱ ⲁⲩϯ ⲛⲟⲩϭⲥ ⲙⲡⲉⲡⲛⲉⲩⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ ⲁⲩⲱ ⲁⲡϫⲟⲉⲓⲥ ⲕⲧⲟϥ ⲛⲁⲩ ⲉⲩⲙⲛⲧϫⲁϫⲉ ⲛⲧⲟϥ ⲡⲉⲛⲧⲁϥⲙⲓϣⲉ ⲛⲙⲙⲁⲩ,"but they disobeyed, and provoked his holy spirit: so he turned to be an enemy, he himself contended against them."
