prefix	input_text	target_text
translate English to Coptic	And they brought David word concerning the men; and he sent to meet them, for the men were greatly dishonoured: and the king said, Remain in Jericho till your beards have grown, and then ye shall return.	ⲁⲩϫⲓ ⲡⲟⲩⲱ ⲇⲉ ⲛⲇⲁⲩⲉⲓⲇ ⲉⲧⲃⲉⲛⲉϥⲣⲱⲙⲉ ⲁⲩⲱ ⲁϥϫⲟⲟⲩ ⲉⲣⲁⲧⲟⲩ ⲉⲃⲟⲗ ϫⲉⲛⲣⲱⲙⲉ ⲁⲩⲥⲟϣⲟⲩ ⲉⲙⲁⲧⲉ ⲉⲣⲉⲡⲣⲣⲟ ϫⲱ ⲙⲙⲟⲥ ⲉⲣⲟⲟⲩ ϫⲉϩⲙⲟⲟⲥ ⲛⲏⲧⲛ ϩⲛϩⲓⲉⲣⲓⲭⲱ ϣⲁⲛⲧⲉⲛⲉⲧⲛⲙⲟⲣⲧ ⲣⲱⲧ ⲛⲧⲉⲧⲛⲕⲉⲧⲧⲏⲩⲧⲛ ϣⲁⲣⲟⲓ
translate English to Coptic	I am the good shepherd. I know my own, and I'm known by my own;	ⲁⲛⲟⲕ ⲡⲉ ⲡϣⲱⲥ ⲉⲧⲛⲁⲛⲟⲩϥ ⲁⲩⲱ ϯⲥⲟⲟⲩⲛ ⲛⲛⲟⲩⲉⲓ ⲁⲩⲱ ⲛⲟⲩⲉⲓ ⲥⲟⲟⲩⲛ ⲙⲙⲟⲉⲓ .
translate English to Coptic	As the thirsty earth expecting the rain, so they waited for my speech.	ⲛⲧϩⲉ ⲛⲟⲩⲕⲁϩ ⲉϥⲟⲃⲉ ⲉϥϭⲱϣⲧ ⲉⲃⲟⲗ ϩⲏⲧϥ ⲙⲡϩⲱⲟⲩ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲛⲛⲁⲓ ϩⲏⲧϥ ⲙⲡⲁϣⲁϫⲉ
translate English to Coptic	But when Herod's birthday came, the daughter of Herodias danced among them and pleased Herod.	ⲛⲧⲉⲣⲉϥϣⲱⲡⲉ ⲇⲉ ⲛϭⲓⲡϩⲟⲩⲙⲓⲥⲉ ⲛϩⲏⲣⲱⲇⲏⲥ ⲁⲥϭⲟⲥϭⲥ ⲛϭⲓⲧϣⲉⲉⲣⲉ ⲛϩⲏⲣⲱⲇⲓⲁⲥ ⲛⲧⲙⲏⲧⲉ . ⲁⲥⲣⲁⲛⲁϥ ⲛϩⲏⲣⲱⲇⲏⲥ .
translate Coptic to English	ⲛⲣⲱⲙⲉ ⲅⲁⲣ ⲛⲁϣⲱⲡⲉ ⲙⲙⲁⲓ ⲡⲉⲩⲙⲧⲟⲛ ⲙⲙⲁⲓ ϩⲟⲙⲛⲧ ⲛⲃⲁⲃⲉ ⲣⲱⲙⲉ ⲛϫⲁⲥⲓϩⲏⲧ ⲛϫⲁⲧ ⲟⲩⲁ ⲛⲥⲉⲥⲱⲧⲙ ⲁⲛ ⲛⲥⲁⲛⲉⲩⲉⲓⲟⲧⲉ ⲛⲁⲧϣⲡϩⲙⲟⲧ ⲉⲩϫⲁϩⲙ .	For men will be lovers of self, lovers of money, boastful, arrogant, blasphemers, disobedient to parents, unthankful, unholy,
translate English to Coptic	He that dwells in the heavens shall laugh them to scorn, and the Lord shall mock them.	ⲡⲉⲧⲟⲩⲏϩ ϩⲛⲙⲡⲏⲩⲉ ⲛⲁⲥⲱⲃⲉ ⲛⲥⲱⲟⲩ ⲁⲩⲱ ⲡϫⲟⲉⲓⲥ ⲛⲁⲕⲟⲙϣⲟⲩ
translate Coptic to English	ⲙⲡⲣⲣϣⲡⲏⲣⲉ ϫⲉⲁⲓϫⲟⲟⲥ ⲛⲁⲕ ϫⲉϩⲁⲡⲥ ⲉⲧⲣⲉⲩϫⲡⲉ ⲧⲏⲩⲧⲛ ⲛⲕⲉⲥⲟⲡ .	Don't marvel that I said to you, 'You must be born anew.'
translate Coptic to English	ϣⲁⲩⲙⲟⲩⲧⲉ ⲉⲛⲥⲟⲫⲟⲥ ⲙⲛⲛⲥⲁⲃⲉⲉⲩ ϫⲉⲛⲉⲧⲥⲟϣϥ ϣⲁⲩⲥⲱⲧⲙ ⲇⲉ ⲛϩⲟⲩⲟ ⲉⲛⲉⲧⲛⲟⲧⲙ ϩⲙⲡⲉⲩϣⲁϫⲉ	Men call the wise and understanding evil: but they that are pleasing in speech shall hear more.
translate English to Coptic	And if men should strive together, a man with his brother, and the wife of one of them should advance to rescue her husband out of the hand of him that smites him, and she should stretch forth her hand, and take hold of his private parts;	ⲉⲣⲉϣⲁⲛⲧ ⲣⲱⲙⲉ ⲇⲉ ⲥⲛⲁⲩ ⲙⲓϣⲉ ⲙⲛⲛⲉⲩⲉⲣⲏⲩ ⲟⲩⲣⲱⲙⲉ ⲙⲛⲡⲉϥⲥⲟⲛ ⲁⲩⲱ ⲛⲧⲉⲧϩⲓⲙⲉ ⲛⲟⲩⲁ ⲙⲙⲟⲟⲩ ⲣ ⲡⲉⲥⲟⲩⲟⲓ ⲉϩⲟⲩⲛ ⲉⲧⲟⲩϫⲉ ⲡⲉⲥϩⲁⲓ ⲛⲧⲟⲟⲧϥ ⲙⲡⲉⲧϩⲓⲟⲩⲉ ⲉⲣⲟϥ ⲛⲥⲥⲟⲩⲧⲛ ⲧⲟⲟⲧⲥ ⲉⲃⲟⲗ ⲛⲥϭⲉⲡ ⲕⲟⲩⲟⲩⲛϥ
translate English to Coptic	And David said to Urias, Remain here to-day also, and to-morrow I will let thee go. So Urias remained in Jerusalem that day and the day following.	ⲡⲉϫⲉⲇⲁⲩⲉⲓⲇ ⲛⲟⲩⲣⲓⲁⲥ ϫⲉϩⲙⲟⲟⲥ ⲛⲁⲕ ⲙⲡⲉⲓⲙⲁ ⲙⲡⲕⲉⲡⲟⲟⲩ ⲙⲛⲣⲁⲥⲧⲉ ⲁⲩⲱ ϯⲛⲁϫⲟⲟⲩⲕ ⲉⲣⲁⲧϥ ⲛⲓⲱⲁⲃ ⲟⲩⲣⲓⲁⲥ ⲇⲉ ⲁϥϩⲙⲟⲟⲥ ϩⲛⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲙⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ ⲙⲛⲡⲉϥⲣⲁⲥⲧⲉ
translate Coptic to English	ⲟⲩⲡⲉⲧϣⲟⲩⲉⲓⲧ ⲛⲙⲡⲉⲧϣⲟⲩⲉⲓⲧ ⲡⲉⲧϣⲟⲟⲡ ⲡⲉϫⲉⲡⲉⲕⲕⲗⲏⲥⲓⲁⲥⲧⲏⲥ ⲟⲩⲡⲉⲧϣⲟⲩⲉⲓⲧ ⲛⲙⲡⲉⲧϣⲟⲩⲉⲓⲧ ⲡⲉ ϩⲱⲃ ⲛⲓⲙ ⲉⲡⲉⲧϣⲟⲩⲉⲓⲧ ⲡⲉⲧⲛϩⲏⲧⲟⲩ	Vanity of vanities, said the Preacher, vanity of vanities; all is vanity.
translate English to Coptic	And the Lord said to Moses, Who has given a mouth to man, and who has made the very hard of hearing, and the deaf, the seeing and the blind? have not I, God?	ⲡⲉϫⲁϥ ⲇⲉ ⲛϭⲓⲡϫⲟⲉⲓⲥ ⲙⲙⲱⲩⲥⲏⲥ ϫⲉⲛⲓⲙ ⲡⲉ ⲛⲧⲁϥϯⲧⲁⲡⲣⲟ ⲙⲡⲣⲱⲙⲉ ⲁⲩⲱ ⲛⲓⲙ ⲡⲉⲛⲧⲁϥⲧⲁⲙⲓⲉ ⲡⲉⲙⲡⲟ ⲙⲛⲡⲁⲗ ⲡⲉⲧⲛⲁⲩ ⲉⲃⲟⲗ ⲙⲛⲡⲃⲗⲗⲉ ⲙⲏ ⲁⲛⲟⲕ ⲁⲛ ⲡⲉ ⲡϫⲟⲉⲓⲥ ⲡⲛⲟⲩⲧⲉ
translate English to Coptic	And ye turned and marched into the wilderness, in the way by the Red Sea.	ⲁⲩⲱ ⲛⲧⲱⲧⲛ ⲁⲧⲉⲧⲛⲕⲧⲉ ⲧⲏⲩⲧⲛ ⲁⲧⲉⲧⲛⲙⲟⲟϣⲉ ϩⲛⲧⲉⲣⲏⲙⲟⲥ ⲉⲧⲉϩⲓⲏ ⲉⲧϫⲓ ⲉϫⲛⲧⲉⲣⲩⲑⲣⲁ ⲧϩⲁⲗⲁⲥⲥⲁ
translate English to Coptic	Though he humble himself, and go crouching, yet take good heed and beware of him, and thou shalt be unto him as if thou hadst wiped a lookingglass, and thou shalt know that his rust hath not been altogether wiped away.	ⲉϣⲱⲡⲉ ⲅⲁⲣ ⲉϥϣⲁⲛ… ⲉⲣⲉϫⲱϥⲃⲏϩ ⲉⲡⲉⲥⲏⲧ ⲙⲁϯϩⲧⲏⲕ ⲉⲣⲟⲕ ⲉⲣⲟϥ ⲁⲩⲱ ϥⲛⲁϣⲱⲡⲉ ⲛⲧϩⲉ ⲙⲡⲉⲧϥⲱⲧⲉ ⲛⲟⲩⲉⲓⲁⲗ ⲛⲅⲉⲓⲙⲉ ϫⲉⲙⲡϥⲣϣⲏⲃⲉ ϣⲁⲃⲟⲗ
translate Coptic to English	ⲡⲉϫⲁϥ ⲛⲁⲓ ⲟⲛ ϫⲉϩⲁⲡⲥ ⲡⲉ ⲉⲧⲣⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲉⲓ ⲉⲡⲉⲓⲙⲁ ⲙⲡϩⲟⲟⲩ ⲕⲁⲧⲁⲧⲉϥⲥⲩⲛⲏⲑⲓⲁ · ⲧⲁⲁⲥⲡⲁⲍⲉ ⲙⲙⲟϥ ⲛⲧⲁⲡⲣⲟ ϩⲓⲧⲁⲡⲣⲟ ·	And he also said unto me, ' Peradventure the Christ will come into this place to-day according to His wont, and I shall be able to kiss Him, mouth to mouth.'
translate English to Coptic	He won't break a bruised reed. He won't quench a smoking flax, until he leads justice to victory.	ⲟⲩⲕⲁϣ ⲉϥⲟⲩⲟϣϥ ⲛϥⲛⲁⲟⲩⲟϭⲡϥ ⲁⲛ . ⲁⲩⲱ ⲟⲩⲥⲟⲗ ⲉϥϩⲧⲙⲧⲱⲙ ⲛϥⲛⲁϫⲉⲛⲁϥ ⲁⲛ . ϣⲁⲛⲧⲉϥⲉⲓⲛⲉ ⲉⲃⲟⲗ ⲙⲡⲉϥϩⲁⲡ ϩⲛⲟⲩⲧⲁϫⲣⲟ .
translate Coptic to English	ⲟⲩⲡⲁⲣⲑⲉⲛⲓⲁ ⲁⲛ ⲙⲙⲁⲧⲉ ⲛⲥⲱⲙⲁ ⲁⲗⲗⲁ ⲟⲩⲡⲁⲣⲑⲉⲛⲓⲁ ⲛⲥⲁ ϩⲱⲱⲕ ⲉⲃⲟⲗ ⲛⲛⲟⲃⲉ ⲛⲓⲙ ·	Virginity doth not (mean) virginity of the body only, but the keeping of oneself from every sin.
translate English to Coptic	And he shall kindle a fire in the houses of their gods, and shall burn them, and shall carry them away captives: and shall search the land of Egypt, as a shepherd searches his garment; and he shall go forth in peace.	ⲁⲩⲱ ⲛϥϫⲉⲣⲱ ⲛⲟⲩⲕⲱϩⲧ ϩⲛⲛⲏⲓ ⲛⲛⲉϥⲛⲟⲩⲧⲉ ⲛϥⲣⲱⲕϩ ⲙⲙⲟⲟⲩ ⲁⲩⲱ ⲛϥⲡⲟⲟⲛⲟⲩ ⲉⲃⲟⲗ ⲛϥⲙⲉϣⲧ ⲡⲕⲁϩ ⲛⲕⲏⲙⲉ ⲛⲧϩⲉ ⲛⲟⲩϣⲱⲥ ⲉϣⲁϥⲕⲱⲧϥ ⲛⲧⲉϥϣⲧⲏⲛ ⲁⲩⲱ ϥⲛⲏⲩ ⲉⲃⲟⲗ ϩⲛⲟⲩⲉⲓⲣⲏⲛⲏ
translate Coptic to English	ⲁⲩⲱ ⲛⲓⲙ ⲡⲉⲧⲛⲁⲑⲙⲕⲉ ⲧⲏⲩⲧⲛ ⲉⲧⲉⲧⲛϣⲁⲛⲛⲉⲣ ⲣⲉϥⲕⲱϩ ⲉⲡⲁⲅⲁⲑⲟⲛ .	Now who is he who will harm you, if you become imitators of that which is good?
translate English to Coptic	I said in my heart, Come now, I will prove thee with mirth, and behold thou good: and, behold, this is also vanity.	ⲁⲓϫⲟⲟⲥ ⲁⲛⲟⲕ ϩⲙⲡⲁϩⲏⲧ ϫⲉⲁⲙⲟⲩ ⲧⲁϫⲟⲛⲧⲕ ϩⲛⲟⲩⲟⲩⲛⲟϥ ⲛⲅⲛⲁⲩ ϩⲛⲟⲩⲁⲅⲁⲑⲟⲛ ⲁⲩⲱ ⲉⲓⲥ ⲡⲉⲓⲕⲉⲧ ⲟⲩⲡⲉⲧϣⲟⲩⲉⲓⲧ ⲡⲉ
translate English to Coptic	Leaping up, he stood, and began to walk. He entered with them into the temple, walking, leaping, and praising God.	ⲁⲩⲱ ⲁϥϥⲟϭϥ ⲁϥⲁϩⲉⲣⲁⲧϥ ⲁϥⲙⲟⲟϣⲉ . ⲁⲩⲱ ⲁϥⲃⲱⲕ ⲛⲙⲙⲁⲩ ⲉϩⲟⲩⲛ ⲉⲡⲉⲣⲡⲉ . ⲉϥⲙⲟⲟϣⲉ ⲁⲩⲱ ⲉϥϫⲓϥⲟϭⲥ ⲉϥⲥⲙⲟⲩ ⲉⲡⲛⲟⲩⲧⲉ .
translate English to Coptic	and they shall kill the lamb in the place where they kill the whole-burnt-offerings, and the sin-offerings, in the holy places; for it is a sin-offering: as the trespass-offering, it belongs to the priest, it is most holy.	ⲁⲩⲱ ⲉⲩⲉϣⲱⲱⲧ ⲙⲡⲉϩⲓⲉⲓⲃ ϩⲙⲡⲙⲁ ⲉⲧⲟⲩⲛⲁϣⲱⲱⲧ ⲛϩⲏⲧϥ ⲛⲛⲉⲑⲩⲥⲓⲁ ϩⲁⲛⲟⲃⲉ ⲁⲩⲱ ⲡⲉⲧⲟⲩⲛⲁⲁϥ ⲛϩⲟⲗⲟⲕⲁⲩⲧⲱⲙⲁ ⲛⲥⲉⲁⲁϥ ϩⲙⲡⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ ⲡⲉⲧⲟⲩⲛⲁϣⲁⲁⲧϥ ⲅⲁⲣ ϩⲁⲛⲟⲃⲉ ⲉϥⲟ ⲛⲧϩⲉ ⲙⲡⲉⲧⲟⲩⲛⲁⲧⲁⲁϥ ϩⲁⲧⲙⲛⲧⲁⲧⲥⲟⲟⲩⲛ ⲉⲧⲣⲉϥϣⲱⲡⲉ ⲙⲡϩⲓⲉⲣⲉⲩⲥ ⲛⲛⲉⲧⲟⲩⲁⲁⲃ ⲛⲛⲉⲧⲟⲩⲁⲁⲃ
translate Coptic to English	ⲡⲉⲧⲛⲁϣⲁϫⲉ ⲉⲙⲡⲁⲧϥⲥⲱⲧⲙ ⲟⲩⲙⲛⲧⲁⲧϩⲏⲧ ⲛⲁϥ ⲧⲉ ⲙⲛⲟⲩⲛⲟϭⲛⲉϭ	Whoso answers a word before he hears a cause, it is folly and reproach to him.
translate English to Coptic	Behold, I send forth the promise of my Father on you. But wait in the city of Jerusalem until you are clothed with power from on high.'	ⲁⲛⲟⲕ ϩⲱ ϯⲛⲁⲧⲛⲛⲟⲟⲩ ⲙⲡⲉⲣⲏⲧ ⲙⲡⲉⲓⲱⲧ ⲉϩⲣⲁⲓ ⲉϫⲱⲧⲛ . ⲛⲧⲱⲧⲛ ⲇⲉ ϩⲙⲟⲟⲥ ϩⲛⲧⲉⲓⲡⲟⲗⲓⲥ ϣⲁⲛⲧⲉⲧⲛϯ ϩⲓⲱⲧ ⲧⲏⲟⲩⲧⲛ ⲛⲟⲩϭⲟⲙ ⲉⲃⲟⲗ ϩⲛⲧⲡⲉ .
translate Coptic to English	ⲙⲟⲩⲣ ⲛⲧⲉⲕϯⲡⲉ ⲛⲧϩⲉ ⲛⲟⲩⲣⲱⲙⲉ ϯⲛⲁϫⲛⲟⲩⲕ ⲛⲧⲟⲕ ⲇⲉ ⲟⲩⲱϣⲃ ⲛⲁⲓ	Gird thy loins like a man; and I will ask thee, and do thou answer me.
translate English to Coptic	What should be given to thee, and what should be added to thee, for thy crafty tongue?	ⲉⲩⲛⲁϯⲟⲩ ⲛⲁⲕ ⲏ ⲛⲥⲉⲟⲩⲉϩ ⲟⲩ ⲉⲣⲟⲕ ⲛⲛⲁϩⲣⲙⲡⲗⲁⲥ ⲛⲕⲣⲟϥ
translate English to Coptic	And Michael broke the iron fetters which were fastened upon his hands and his feet	ⲁⲩⲱ ⲁⲙⲓⲭⲁⲏⲗ ⲃⲱⲗ ⲉⲃⲟⲗ ⲛⲙⲡⲉⲛⲓⲡⲉ ⲉⲧⲙⲏⲣ ⲉⲛⲉϥϭⲓϫ ⲙⲛⲛⲉϥⲟⲩⲣⲏⲏⲧⲉ ·
translate Coptic to English	ⲙⲡⲣⲣϩⲟⲧⲉ ⲗⲁⲁⲩ ϩⲏⲧⲟⲩ ⲛⲛⲉⲧⲉⲕⲛⲁϣⲟⲡⲟⲩ ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲡⲇⲓⲁⲃⲟⲗⲟⲥ ⲛⲁⲛⲉϫ ϩⲟⲓⲛⲉ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ ⲉⲡⲉϣⲧⲉⲕⲟ ϫⲉⲕⲁⲁⲥ ⲉⲩⲉⲡⲉⲓⲣⲁⲍⲉ ⲙⲙⲱⲧⲛ ⲁⲩⲱ ⲟⲩⲛ ⲧⲏⲧⲛ ⲙⲙⲁⲩ ⲛⲟⲩⲑⲗⲓⲯⲓⲥ ⲙⲙⲏⲧ ⲛϩⲟⲟⲩ ϣⲱⲡⲉ ⲙⲡⲓⲥⲧⲟⲥ ϣⲁϩⲣⲁⲓ ⲉⲡⲙⲟⲩ ⲁⲩⲱ ϯⲛⲁϯ ⲛⲁⲕ ⲙⲡⲉⲕⲗⲟⲙ ⲙⲡⲱⲛϩ .	Don't be afraid of the things which you are about to suffer. Behold, the devil is about to throw some of you into prison, that you may be tested; and you will have oppression for ten days. Be faithful to death, and I will give you the crown of life.
translate Coptic to English	ⲏⲡⲓⲙⲛⲧϣⲙⲏⲛ ⲉⲛⲧⲁⲡⲡⲩⲣⲅⲟⲥ ϩⲉ ⲉϫⲱⲟⲩ ϩⲛⲥⲓⲗⲱϩⲁⲙ ⲁϥⲙⲟⲟⲩⲧⲟⲩ . ⲉⲧⲉⲧⲛⲙⲉⲉⲩⲉ ϫⲉⲟⲩⲛⲛⲟⲃⲉ ⲉⲣⲟⲟⲩ ⲡⲁⲣⲁⲛⲣⲱⲙⲉ ⲧⲏⲣⲟⲩ ⲉⲧⲟⲩⲏϩ ϩⲛⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	Or those eighteen, on whom the tower in Siloam fell, and killed them; do you think that they were worse offenders than all the men who dwell in Jerusalem?
translate Coptic to English	ⲁⲩⲡⲱⲧ ⲛϭⲓⲛⲣⲙⲛⲕⲏⲙⲉ ϩⲓⲡⲁϩⲟⲩ ⲛⲛϣⲏⲣⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲁⲩⲱ ⲁⲩⲟⲩⲱⲙ ⲛⲥⲱⲟⲩ ⲛϭⲓⲛⲉϩⲧⲱⲣ ⲧⲏⲣⲟⲩ ⲙⲫⲁⲣⲁⲱ ⲙⲛⲛⲉϥϩⲁⲣⲙⲁ ⲙⲛⲛⲉⲧⲧⲁⲗⲉ ⲉϩⲣⲁⲓ ⲉϫⲱⲟⲩ ⲉⲧⲙⲏⲧⲉ ⲛⲧⲑⲁⲗⲁⲥⲥⲁ	And the Egyptians pursued them and went in after them, and every horse of Pharao, and his chariots, and his horsemen, into the midst of the sea.
translate Coptic to English	ⲁⲩⲱ ⲛⲉⲧϩⲛ ⲧϩⲁⲗⲁⲥⲥⲁ ⲉⲧⲟⲩⲏⲩ ⲡⲉⲧⲥⲟⲃⲧⲉ ⲛⲛⲧⲟⲟⲩ ϩⲛⲧⲉϥϭⲟⲙ ⲉⲧⲙⲏⲣ ϩⲛⲟⲩϭⲟⲙ	who dost establish the mountains in thy strength, being girded about with power;
translate English to Coptic	When the stars were made, all my angels praised me with a loud voice.	ⲛⲧⲉⲣⲓⲧⲁⲙⲓⲉ ⲛⲥⲓⲟⲟⲩ ⲁⲩⲥⲙⲟⲩ ⲉⲣⲟⲓ ϩⲛⲟⲩⲛⲟϭ ⲛⲥⲙⲏ ⲛϭⲓⲛⲁⲅⲅⲉⲗⲟⲥ ⲧⲏⲣⲟⲩ
translate Coptic to English	ⲁϥⲛⲧ ⲉⲃⲟⲗ ⲉⲩⲟⲩⲟⲥⲧⲛ ϥⲛⲁⲧⲟⲩϫⲟⲓ ϫⲉⲁϥⲟⲩⲁϣⲧ ϥⲛⲁⲛⲁϩⲙⲉⲧ ⲉⲃⲟⲗ ϩⲛⲛⲁϫⲁϫⲉ ⲛϫⲱⲱⲣⲉ ⲁⲩⲱ ⲉⲃⲟⲗ ϩⲛⲛⲉⲧⲙⲟⲥⲧⲉ ⲙⲙⲟⲓ	And he brought me out into a wide place: he will deliver me, because he has pleasure in me.
translate Coptic to English	ⲟⲩϩⲓⲉⲓⲧ ⲉϥϣⲏⲕ ⲧⲉ ⲧⲧⲁⲡⲣⲟ ⲛⲙⲡⲁⲣⲁⲛⲟⲙⲟⲥ ⲡⲉⲛⲧⲁⲩⲙⲉⲥⲧⲱϥ ⲇⲉ ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ ϥⲛⲁϩⲉ ⲉϩⲣⲁⲓ ⲉⲣⲟϥ ⲟⲩⲛϩⲉⲛϩⲓⲟⲟⲩⲉ ⲉⲩϩⲟⲟⲩ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲣⲱⲙⲉ ⲁⲩⲱ ⲛϥⲙⲉ ⲁⲛ ⲛⲕⲧⲟϥ ⲉⲃⲟⲗ ⲙⲙⲟⲟⲩ ϣϣⲉ ⲇⲉ ⲛⲕⲟⲧⲕ ⲉⲃⲟⲗ ⲛϩⲓⲏ ⲛⲓⲙ ⲉⲧϭⲟⲟⲩϭ ⲁⲩⲱ ⲉⲧϩⲟⲟⲩ	The mouth of a transgressor is a deep pit; and he that is hated of the Lord shall fall into it. Evil ways are before a man, and he does not like to turn away from them; but it is needful to turn aside from a perverse and bad way.
translate Coptic to English	ⲡⲉⲧϫⲱ ⲙⲙⲟⲥ ϫⲉϯϣⲟⲟⲡ ϩⲙⲡⲟⲩⲁⲩⲱ ϥⲙⲟⲥⲧⲉ ⲙⲡⲉϥⲥⲟⲛ ϥϣⲟⲟⲡ ϩⲙⲡⲕⲁⲕⲉ ϣⲁϩⲣⲁⲓ ⲉⲧⲉⲛⲟⲩ	He who says he is in the light and hates his brother, is in the darkness even until now.
translate Coptic to English	ⲡⲉϫⲉⲁⲃⲉⲥⲥⲁ ⲉϩⲟⲩⲛ ϩⲛⲇⲁⲩⲉⲓⲇ ϫⲉⲁⲡϫⲟⲉⲓⲥ ϯ ⲙⲡⲉⲕϫⲁϫⲉ ⲉϩⲣⲁⲓ ⲉⲧⲟⲟⲧⲕ ⲙⲡϩⲟⲟⲩ ⲧⲉⲛⲟⲩ ϭⲉ ϯⲛⲁⲃⲱⲕ ⲛⲧⲁⲣⲁϩⲧϥ ϩⲛⲧⲁⲗⲟⲅⲭⲏ ⲛⲧⲁϫⲟⲧϥ ⲉⲡⲕⲁϩ ⲛⲧⲁⲧⲣⲉ ⲟⲩⲥⲟⲡ ⲛⲟⲩⲱⲧ ⲣⲁϣⲧϥ	And Abessa said to David, The Lord has this day shut up thine enemy into thine hands, and now I will smite him to the earth with the spear to the ground once for all, and I will not smite him again.
translate Coptic to English	ⲡⲉϫⲉⲥⲁⲟⲩⲗ ⲉϩⲟⲩⲛ ϩⲛⲇⲁⲩⲉⲓⲇ ϫⲉⲉⲓⲥⲧⲁⲛⲟϭ ⲛϣⲉⲉⲣⲉ ⲙⲉⲣⲟⲃ ϯⲛⲁⲧⲁⲁⲥ ⲛⲁⲕ ⲛⲥϩⲓⲙⲉ ⲡⲗⲏⲛ ϣⲱⲡⲉ ⲛⲁⲓ ⲛⲟⲩϣⲏⲣⲉ ⲛⲇⲩⲛⲁⲧⲟⲥ ⲛⲅⲡⲟⲗⲉⲙⲉⲓ ⲙⲛⲛⲉϫⲁϫⲉ ⲙⲡϫⲟⲉⲓⲥ ⲥⲁⲟⲩⲗ ⲇⲉ ⲁϥϫⲟⲟⲥ ϫⲉⲛⲛⲉⲧⲁϭⲓϫ ϣⲱⲡⲉ ϩⲓϫⲱϥ	And Saul said to David, Behold my elder daughter Merob, I will give her to thee to Wife, only be thou to me a mighty man and ght the wars of the Lord. And Saul said, Let not my hand be upon him, but the hand of the Philistines shall be upon him.
translate Coptic to English	ⲁⲡⲥⲁϩⲟⲩ ⲡⲱⲣϣ ⲉⲃⲟⲗ ϩⲓϫⲙⲡⲕⲁϩ ⲁⲩⲱ ⲡϭⲟⲗ ⲙⲛⲡϩⲱⲧⲃ ⲙⲛⲡϫⲓⲟⲩⲉ ⲙⲛⲧⲙⲛⲧⲛⲟⲉⲓⲕ ⲁⲩⲱ ⲥⲉⲛⲁⲡⲉϩⲧ ⲥⲛⲟϥ ⲉⲃⲟⲗ ⲉϫⲛⲥⲛⲟϥ	Cursing, and lying, and murder, and theft, and adultery abound in the land, and they mingle blood with blood.
translate English to Coptic	And do not think that this gracious healing is to be attributed to me, for assuredly it is in no way whatsoever due to me, but to the power of God which abideth in His holy shrine, and is given unto those who enter therein in sincere faith and with a heart wherein is no unbelief.	ⲁⲩⲱ ⲙⲡⲣⲙⲉⲉⲩⲉ ⲉⲣⲟⲓ ϫⲉⲡⲉⲓⲭⲁⲣⲓⲥⲙⲁ ⲛⲧⲁⲗϭⲟ ⲏⲡ ⲉⲣⲟⲓ · ⲙⲙⲟⲛ ⲙⲏ ⲅⲉⲛⲟⲓⲧⲟ · ⲁⲗⲗⲁ ⲧϭⲟⲙ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲧϣⲟⲟⲡ ϩⲛⲛⲉϥⲧⲟⲡⲟⲥ ⲉⲧⲟⲩⲁⲁⲃ ⲛⲛⲉⲧⲛⲁⲃⲱⲕ ⲉⲣⲁⲧⲟⲩ ϩⲛⲟⲩⲡⲓⲥⲧⲓⲥ ⲉⲥⲥⲟⲩⲧⲱⲛ ⲙⲛⲟⲩϩⲏⲧ ⲙⲛⲙⲛⲧⲁⲧⲛⲁϩⲧⲉ ⲛϩⲏⲧϥ ·
translate English to Coptic	You became imitators of us, and of the Lord, having received the word in much affliction, with joy of the Holy Spirit,	ⲁⲩⲱ ⲛⲧⲱⲧⲛ ⲁⲧⲉⲧⲛϣⲱⲡⲉ ⲉⲧⲉⲧⲛⲧⲛⲧⲱⲛ ⲉⲣⲟⲛ . ⲉⲁⲧⲉⲧⲛϫⲓ ⲙⲡϣⲁϫⲉ ⲙⲡϫⲟⲉⲓⲥ ϩⲛⲟⲩⲑⲗⲓⲯⲓⲥ ⲉⲛⲁϣⲱⲥ ⲙⲛⲟⲩⲣⲁϣⲉ ⲙⲡⲉⲡⲛⲉⲩⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ .
