Coptic,English
ϣⲁⲧⲛⲁⲩ ⲡϫⲟⲉⲓⲥ ⲕⲛⲁⲕⲟⲧⲕ ⲉⲃⲟⲗ ϣⲁⲃⲟⲗ ⲧⲉⲕⲟⲣⲅⲏ ⲛⲁⲙⲟⲩϩ ⲛⲧϩⲉ ⲛⲟⲩⲕⲱϩⲧ,"How long, O Lord, wilt thou turn away, for ever? shall thine anger flame out as fire?"
ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲁⲛⲟⲕ ϯⲛⲁϭⲙ ⲡⲉⲩϣⲓⲛⲉ ⲛⲉⲩϣⲓⲣⲉ ⲥⲉⲛⲁϩⲉ ϩⲛⲧⲥⲏϥⲉ ⲛⲉⲩϣⲏⲣⲉ ⲙⲛⲛⲉⲩϣⲉⲉⲣⲉ ⲥⲉⲛⲁⲙⲟⲩ ϩⲙⲡⲉϩⲕⲟ,"behold, I will visit them: their young men shall die by the sword; and their sons and their daughters shall die of famine:"
ϫⲉⲁϩⲉⲣⲁⲧⲕ ⲡⲓⲥⲣⲁⲏⲗ ⲉϫⲛⲛⲉⲛⲧⲁⲩⲙⲟⲩ ⲉϫⲛⲛⲉⲧⲱⲉⲓ ⲛⲧⲟⲟⲧⲕ ⲛⲧⲁⲩⲣⲁϩⲧⲟⲩ ⲟⲩ ⲧⲉ ⲧϩⲉ ⲛⲧⲁⲛⲉⲇⲩⲛⲁⲧⲟⲥ ϩⲉ,"Set up a pillar, O Israel, for the slain that died upon thy high places: how are the mighty fallen!"
ⲉⲩϫⲱ ⲙⲙⲟⲥ ϫⲉⲁⲛϩⲉ ⲙⲉⲛ ⲉⲡⲉϣⲧⲉⲕⲟ ⲉϥϣⲟⲧⲙ ϩⲛⲱⲣϫ ⲛⲓⲙ . ⲁⲩⲱ ⲛⲁⲛⲟⲩⲣϣⲉ ⲉⲩⲁϩⲉⲣⲁⲧⲟⲩ ϩⲓⲣⲛ ⲛⲣⲟ ⲛⲧⲉⲣⲛⲟⲩⲱⲛ ⲇⲉ ⲙⲡⲛϭⲛ ⲗⲁⲁⲩ ⲛϩⲟⲩⲛ .,"'We found the prison shut and locked, and the guards standing before the doors, but when we opened them, we found no one inside!'"
ⲉⲃⲟⲗ ϫⲉⲁⲩϫⲟⲟⲥ ϫⲉϩⲛⲧϩⲁⲏ ⲛⲛⲉⲩⲟⲩⲟⲉⲓϣ ⲟⲩⲛ ϩⲉⲛⲣⲉϥϫⲏⲣ ⲛⲏⲩ ⲉⲩⲙⲟⲟϣⲉ ⲕⲁⲧⲁⲛⲉⲩⲉⲡⲓⲑⲩⲙⲓⲁ ⲛⲛⲉⲩⲙⲛⲧϣⲁϥⲧⲉ,"They said to you that 'In the last time there will be mockers, walking after their own ungodly lusts.'"
ⲁⲩⲱ ⲛⲁⲓ ⲛⲉ ⲛⲣⲁⲛ ⲛⲛϣⲏⲣⲉ ⲛⲗⲉⲩⲉⲓ ⲕⲁⲧⲁⲛⲉⲩⲣⲁⲓⲧⲉ ⲅⲉⲇⲥⲱⲛ ⲙⲛⲕⲁⲁⲑ ⲙⲛⲙⲉⲣⲁⲣⲉⲓ ⲁⲩⲱ ⲛⲁⲓ ⲛⲉ ⲛⲣⲟⲙⲡⲉ ⲙⲡⲱⲛϩ ⲛⲗⲉⲩⲉⲓ ϣⲉ ⲙⲁⲃⲥⲁϣϥⲉ ⲛⲣⲟⲙⲡⲉ,"And these are the names of the sons of Levi according to their kindreds, Gedson, Caath, and Merari; and the years of the life of Levi were a hundred and thirty-seven."
ⲥⲉⲛⲁϣⲱⲡⲉ ⲅⲁⲣ ⲛⲧϩⲉ ⲛⲟⲩⲧⲉⲣⲉⲃⲓⲛⲑⲟⲥ ⲉⲁⲥⲛⲟⲩϫⲉ ⲉⲃⲟⲗ ⲛⲛⲉⲥϭⲱⲃⲉ ⲁⲩⲱ ⲛⲧϩⲉ ⲛⲟⲩⲙⲁ ⲛⲟⲩⲟⲟⲧⲉ ⲉⲙⲛⲙⲟⲟⲩ ⲛϩⲏⲧϥ,"For they shall be as a turpentine tree that has cast its leaves, and as a garden that has no water."
ⲉϥϣⲟⲟⲡ ⲙⲛⲡⲁⲛⲑⲏⲡⲁⲧⲟⲥ ⲥⲉⲣⲕⲓⲟⲥ ⲡⲁⲩⲗⲟⲥ ⲟⲩⲣⲱⲙⲉ ⲛⲣⲙⲛϩⲏⲧ ⲡⲁⲓ ⲁϥⲙⲟⲩⲧⲉ ⲉⲃⲁⲣⲛⲁⲃⲁⲥ ⲙⲛⲥⲁⲩⲗⲟⲥ ⲁϥϣⲓⲛⲉ ⲛⲥⲁⲥⲱⲧⲙ ⲉⲡϣⲁϫⲉ ⲙⲡⲛⲟⲩⲧⲉ .,"who was with the proconsul, Sergius Paulus, a man of understanding. This man summoned Barnabas and Saul, and sought to hear the word of God."
ⲁⲩⲱ ⲡⲕⲉⲉⲙⲡⲗⲁϩ ⲉⲣⲉϩⲣⲁϥ ϭⲱϣⲧ ⲉⲧⲉϩⲓⲏ ⲛⲅⲁⲃⲁⲁ ⲧⲉⲧⲛⲟⲩϫⲉ ⲉϩⲣⲁⲓ ⲉⲅⲁⲓ ⲛⲧⲉⲥⲁⲙⲓⲛ,"and another company turning the way of Baethoron, and another company turning by the way of Gabae that turns aside to Gai of Sabim."
ϩⲙⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ ⲡⲛⲟⲩⲧⲉ ⲛⲁⲉⲓⲛⲉ ⲛⲧⲥⲏⲃⲉ ⲛⲛⲟϭ ⲉⲧⲟⲩⲁⲁⲃ ⲁⲩⲱ ⲉⲧϫⲟⲟⲣ ⲉϫⲙⲡⲉⲇⲣⲁⲕⲱⲛ ⲡϩⲟϥ ⲉⲧϭⲟⲟⲙⲉ ⲁⲩⲱ ϥⲛⲁⲙⲟⲩⲟⲩⲧ ⲙⲡⲉⲇⲣⲁⲕⲱⲛ,"In that day God shall bring his holy and great and strong sword upon the dragon, even the serpent that flees, upon the dragon, the crooked serpent: he shall destroy the dragon."
ⲟⲩⲏⲣ ⲛⲉ ⲛⲁⲛⲟⲃⲉ ⲙⲛⲛⲁⲁⲛⲟⲙⲓⲁ ⲙⲁⲧⲥⲁⲃⲟⲓ ϫⲉⲟⲩ ⲛⲉ,How many are my sins and my transgressions? teach me what they are.
ⲡⲁⲛⲟⲩⲧⲉ ⲙⲡⲣⲟⲩⲉ ⲛⲥⲁⲃⲟⲗ ⲙⲙⲟⲓ ⲡⲁⲛⲟⲩⲧⲉ ϯϩⲧⲏⲕ ⲉⲧⲃⲟⲏⲑⲉⲓⲁ,"O God, go not far from me, O my God, draw nigh to my help."
ⲁϥⲕⲉⲗⲉⲩⲉ ⲛϭⲓⲡⲇⲟⲩⲝ ⲁϥⲉⲓⲛⲉ ⲙⲡⲙⲁⲅⲟⲥ ·,And the Duke commandcd them to bring a magician.
ⲙⲡⲣⲧⲁⲛϩⲟⲩⲧⲕ ⲙⲛⲡⲉⲩⲱⲛϩ ⲁⲩⲱ ⲙⲡⲣⲕⲁϩⲧⲏⲕ ⲉⲡⲉⲩⲁϣⲁⲓ ⲛⲁⲛⲟⲩ ⲟⲩⲁ ⲅⲁⲣ ⲉϩⲟⲩⲟ ⲉϣⲟ ⲁⲩⲱ ⲉⲧⲣⲉⲡⲣⲱⲙⲉ ⲙⲟⲩ ⲉϥⲟ ⲛⲁⲧϣⲏⲣⲉ ⲛϩⲟⲩⲟ ⲉⲧⲣⲉϥ ⲕⲱ ⲛϩⲉⲛϣⲏⲣⲉ ⲛⲁⲥⲉⲃⲏⲥ,"Trust not thou in their life, neither respect their multitude: for one that is just is better than a thousand; and better it is to die without children, than to have them that are ungodly."
ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲛⲁⲓ ⲛⲉ ⲛⲣⲉϥⲣⲛⲟⲃⲉ ⲉⲧⲣⲟⲟⲩⲧ ⲁⲩⲁⲙⲁϩⲧⲉ ⲛⲧⲉⲩⲙⲛⲧⲣⲙⲙⲁⲟ ϣⲁⲉⲛⲉϩ,"Behold, these are the sinners, and they that prosper always: they have possessed wealth."
ⲁⲛⲟⲕ ⲇⲉ ⲡⲁⲩⲗⲟⲥ ϯⲡⲁⲣⲁⲕⲁⲗⲉⲓ ⲙⲙⲱⲧⲛ ⲉⲃⲟⲗ ϩⲓⲧⲛⲧⲙⲛⲧⲣⲙⲣⲁϣ ⲙⲛⲧⲙⲛⲧϩⲁⲕ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ . ⲡⲁⲓ ⲉⲓϩⲁⲧⲉ ⲧⲏⲩⲧⲛ ⲙⲉⲛ ϯⲑⲃⲃⲓⲏⲩ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ . ⲉⲉⲓⲧⲏⲕ ⲇⲉ ⲛϩⲏⲧ ⲙⲙⲱⲧⲛ ⲛϯϩⲁⲧⲉ ⲧⲏⲩⲧⲛ ⲁⲛ .,"Now I Paul, myself, entreat you by the humility and gentleness of Christ; I who in your presence am lowly among you, but being absent am of good courage toward you."
ϫⲉⲁⲛⲁⲩ ⲛⲕⲁⲧⲁⲫⲣⲟⲛⲓⲧⲏⲥ ⲛⲧⲉⲧⲛⲣϣⲡⲏⲣⲉ ⲛⲧⲉⲧⲛⲧⲁⲕⲟ . ϫⲉϯⲛⲁⲣ ⲟⲩϩⲱⲃ ⲁⲛⲟⲕ ϩⲛⲛⲉⲧⲛϩⲟⲟⲩ . ⲟⲩϩⲱⲃ ⲛⲛⲧⲉⲧⲛⲡⲓⲥⲧⲉⲩⲉ ⲉⲣⲟϥ ⲉⲣϣⲁⲛⲟⲩⲁ ϫⲟⲟϥ ⲛⲏⲧⲛ .,"'Behold, you scoffers, and wonder, and perish; for I work a work in your days, a work which you will in no way believe, if one declares it to you.''"
ⲛⲧϩⲉ ⲉϣⲁⲣⲉϩⲛⲉⲓⲧⲛ ϣⲱϫⲡ ϩⲙⲡϣⲟⲗϣⲗ ⲛⲟⲩⲥⲟⲗϥ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲉⲣⲉⲙⲡⲉⲧϩⲟⲟⲩ ⲙⲡⲣⲱⲙⲉ ϩⲙⲡⲉϥϩⲏⲧ,"As when one sifteth with a sieve, the refuse remaineth; so the filth of man in his talk."
ⲟⲩⲛϩⲁϩ ϫⲱ ⲙⲙⲟⲥ ⲛⲧⲁⲯⲩⲭⲏ ϫⲉⲙⲛⲧϥ ⲟⲩϫⲁⲓ ⲙⲙⲁⲩ ⲛⲛⲁϩⲣⲙⲡⲉϥⲛⲟⲩⲧⲉ ⲇⲓⲁⲯⲁⲗⲙⲁ,"Many say concerning my soul, There is no deliverance for him in his God. Pause."
ⲡϫⲟⲉⲓⲥ ϫⲟⲥⲉ ⲉϫⲛⲛϩⲉⲑⲛⲟⲥ ⲧⲏⲣⲟⲩ ⲉⲣⲉⲡⲉϥⲉⲟⲟⲩ ϩⲛⲙⲡⲏⲩⲉ,The Lord is high above all the nations; his glory is above the heavens.
ⲉⲩⲛⲁⲣⲧϩⲉ ⲙⲡⲥⲟϭⲛ ⲉⲧϩⲓϫⲛ ⲧⲁⲡⲉ ⲛⲁⲁⲣⲱⲛ ⲉⲧⲛⲏⲩ ⲉⲡⲉⲥⲏⲧ ⲉϫⲛⲧⲉϥⲙⲟⲣⲧ ⲉⲧⲛⲏⲩ ⲉⲡⲉⲥⲏⲧ ⲉϫⲛⲛⲥⲱⲃⲉ ⲛⲛⲉϥϩⲟⲉⲓⲧⲉ,"It is as ointment on the head, that ran down to the beard, even the beard of Aaron; that ran down to the fringe of his clothing."
ⲙⲡⲣⲥⲉϣⲟⲩⲣⲱⲙⲉ ϩⲛⲧⲉϥⲙⲛⲧϩⲗⲗⲟ ⲉⲩⲣϩⲗⲗⲟ ⲅⲁⲣ ⲛϩⲏⲧⲛ,Dishonour not a man in his old age: for even some of us wax old.
ⲁⲕⲑⲃⲃⲓⲉ ⲛⲕⲁ ⲛⲓⲙ ϩⲁⲡⲉⲥⲏⲧ ⲛⲛⲉϥⲟⲩⲉⲣⲏ ⲧⲉ . ϩⲙⲡⲧⲣⲉϥⲑⲃⲃⲓⲉ ⲛⲕⲁ ⲇⲉ ⲛⲓⲙ ⲛⲁϥ ⲉⲓⲉ ⲙⲡϥⲕⲁ ⲗⲁⲁⲩ ⲉⲛϥϩⲩⲡⲟⲧⲁⲥⲥⲉ ⲛⲁϥ ⲁⲛ . ⲧⲉⲛⲟⲩ ⲇⲉ ⲙⲡⲁⲧⲛⲛⲁⲩ ⲉⲛⲕⲁ ⲛⲓⲙ ⲉⲁⲩϩⲩⲡⲟⲧⲁⲥⲥⲉ ⲛⲁϥ .,"You have put all things in subjection under his feet.' For in that he subjected all things to him, he left nothing that is not subject to him. But now we don't see all things subjected to him, yet."
ⲉⲓⲉ ⲡⲛⲟⲩⲧⲉ ϭⲉ ⲛⲁⲣ ⲡϩⲁⲡ ⲁⲛ ⲛⲛⲉϥⲥⲱⲧⲡ ⲉⲧⲱϣ ⲉϩⲣⲁⲓ ⲉⲣⲟϥ ϩⲙⲡⲉϩⲟⲟⲩ ⲛⲙⲧⲉⲩϣⲏ ⲁⲩⲱ ⲛϥϩⲣⲟϣ ⲛϩⲏⲧ ⲉϩⲣⲁⲓ ⲉϫⲱⲟⲩ,"Won't God avenge his chosen ones, who are crying out to him day and night, and yet he exercises patience with them?"
ⲁⲩⲱ ϩⲱⲃ ⲛⲓⲙ ⲛⲧⲁⲕⲛⲧⲟⲩ ⲉϩⲣⲁⲓ ⲉϫⲱⲛ ⲙⲛϩⲱⲃ ⲛⲓⲙ ⲛⲧⲁⲕⲁⲁⲩ ⲛⲁⲛ ⲛⲧⲁⲕⲁⲁⲩ ϩⲣⲁⲓ ϩⲛⲟⲩϩⲁⲡ ⲙⲛⲟⲩⲙⲉ,"Then the king promoted Sedrach, Misach, and Abdenago, in the province of Babylon, and advanced them, and gave them authority to rule over all the Jews who were in his kingdom."
ⲙⲡⲟⲩⲙⲉⲕⲙⲟⲩⲕⲟⲩ ⲉⲧⲣⲉⲩⲥⲟⲩⲛ ⲛⲁⲓ ⲙⲁⲣⲟⲩϣⲟⲡⲟⲩ ⲉⲣⲟⲟⲩ ⲉⲡⲉⲟⲩⲟⲉⲓϣ ⲉⲧⲛⲏⲟⲩ,They had not sense to understand: let them reserve these things against the time to come.
ⲡⲉϫⲉⲁⲃⲉⲛⲛⲏⲣ ⲛⲁϥ ϫⲉⲧⲁⲁⲕ ⲉⲟⲩⲛⲁⲛ ⲏ ⲉϩⲃⲟⲩⲣ ⲛⲅϭⲉⲡ ⲟⲩⲁ ⲛⲁⲕ ⲛⲛⲉϣⲏⲣⲉ ϣⲏⲙ ⲛⲅⲃⲟϣϥ ⲛⲧⲉϥⲡⲁⲛϩⲟⲡⲗⲓⲁ ⲛⲅϥⲓⲧⲥ ⲛⲁⲕ ⲁⲩⲱ ⲙⲡⲉⲁⲥⲁⲏⲗ ⲉⲣϩⲛⲁϥ ⲉⲃⲱⲗ ⲉⲃⲟⲗ ⲙⲙⲟϥ ⲉⲃⲱⲕ ⲉⲗⲁⲁⲩ ⲛⲥⲁⲁⲃⲉⲛⲛⲏⲣ,"And Abenner said to him, Turn thou to the right hand or to the left, and lay hold for thyself on one of the young men, and take to thyself his armour: but Asel would not turn back from following him."
ⲡⲁⲩⲗⲟⲥ ⲇⲉ ⲁϥⲉⲓⲱⲣⲙ ⲉϩⲟⲩⲛ ⲉⲡⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ ⲡⲉϫⲁϥ ϫⲉⲛⲣⲱⲙⲉ ⲛⲁⲥⲛⲏⲩ . ⲁⲛⲟⲕ ⲁⲓⲡⲟⲗⲓⲧⲉⲩⲉ ⲙⲡⲛⲟⲩⲧⲉ ϩⲛⲥⲩⲛⲉⲓⲇⲏⲥⲓⲥ ⲛⲓⲙ ⲉⲛⲁⲛⲟⲩϥ ϣⲁϩⲣⲁⲓ ⲉⲡϩⲟⲟⲩ ⲛϩⲟⲟⲩ .,"Paul, looking steadfastly at the council, said, 'Brothers, I have lived before God in all good conscience until this day.'"
ⲁⲧϣⲉⲉⲣⲉ ⲇⲉ ⲙⲫⲁⲣⲁⲱ ⲉⲓ ⲉⲡⲉⲥⲏⲧ ⲉϫⲙⲡⲓⲉⲣⲟ ⲉϫⲱⲕⲙ ⲁⲩⲱ ⲛⲉⲥϩⲙϩⲁⲗ ⲛⲉⲩⲙⲟⲟϣⲉ ϩⲁⲧⲛⲡⲓⲉⲣⲟ ⲁⲥⲛⲁⲩ ⲇⲉ ⲉⲧⲧⲁⲓⲃⲉ ϩⲛⲡϩⲉⲗⲟⲥ ⲁⲥϫⲟⲟⲩ ⲛⲧⲉⲥϩⲙϩⲁⲗ ⲁⲥⲛⲧⲥ,"And the daughter of Pharao came down to the river to bathe; and her maids walked by the river's side, and having seen the ark in the ooze, she sent her maid, and took it up."
ⲡⲁⲧⲙⲛⲧⲣⲙⲛϩⲏⲧ ⲛⲇⲁⲩⲉⲓⲇ ⲛⲁⲓⲁⲧⲟⲩ ⲛⲛⲉⲛⲧⲁⲩⲕⲱ ⲉⲃⲟⲗ ⲛⲛⲉⲩⲁⲛⲟⲙⲓⲁ ⲙⲛⲛⲉⲛⲧⲁⲩϩⲱⲃⲥ ⲉⲃⲟⲗ ⲉϫⲛⲛⲉⲩⲛⲟⲃⲉ,"Blessed are they whose transgressions are forgiven, and who sins are covered."
ⲛⲉⲓϫⲱ ⲙⲙⲟⲥ ⲁⲛ ⲕⲁⲧⲁⲟⲩⲉϩⲥⲁϩⲛⲉ . ⲁⲗⲗⲁ ⲉⲃⲟⲗ ϩⲓⲧⲛⲧⲉⲥⲡⲟⲩⲇⲏ ⲛϩⲉⲛⲕⲟⲟⲩⲉ ⲉⲓⲇⲟⲕⲓⲙⲁⲍⲉ ϩⲱⲧⲧⲏⲩⲧⲛ ⲛⲧⲙⲛⲧϩⲁⲕ ⲛⲧⲉⲧⲛⲁⲅⲁⲡⲏ .,"I speak not by way of commandment, but as proving through the earnestness of others the sincerity also of your love."
ⲁⲩⲱ ⲡϫⲟⲉⲓⲥ ⲁϥⲧⲱⲱⲃⲉ ⲛⲁⲓ ⲕⲁⲧⲁⲧⲉϥⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ⲁⲩⲱ ⲕⲁⲧⲁⲡⲧⲃⲃⲟ ⲛⲛⲁϭⲓϫ ⲁϥⲧⲱⲱⲃⲉ ⲛⲁⲓ,And the Lord recompensed me according to my righteousness; even according to the purity of my hands did he recompense me.
ⲡⲛⲟⲩⲧⲉ ⲁⲕⲕⲁⲁⲛ ⲛⲥⲱⲕ ⲁⲕϣⲣϣⲱⲣⲛ ⲁⲕⲛⲟⲩϭⲥ ⲁⲩⲱ ⲟⲛ ⲁⲕϣⲛϩⲧⲏⲕ ⲉϫⲱⲛ,"O God, thou hast rejected and destroyed us; thou hast been angry, yet hast pitied us."
ⲡⲙⲁⲕⲁⲣⲓⲟⲥ ⲇⲉ ⲡⲉϫⲁϥ ϫⲉⲡⲭⲣⲓⲥⲧⲟⲥ ⲉϥⲉϣⲱⲡⲉ ⲛⲙⲙⲏⲏⲧⲛ · ⲙⲟⲟϣⲉ ϩⲛⲟⲩⲉⲓⲣⲏⲛⲏ ·,"Then the blessed Apa Pisentius said unto him, ' The Lord be with you; depart in peace,'"
ⲁⲡⲓⲗⲁⲧⲟⲥ ⲇⲉ ⲟⲛ ϣⲁϫⲉ ⲛⲙⲙⲁⲩ ⲉϥⲟⲩⲱϣ ⲉⲕⲁ ⲓⲏⲥⲟⲩⲥ ⲉⲃⲟⲗ,"Then Pilate spoke to them again, wanting to release Jesus,"
ⲏ ⲛⲓⲙ ⲡⲉⲧⲛⲁϣⲉⲡⲡⲁⲙⲁϩⲧⲉ ⲛⲧⲉϥⲙⲛⲧⲛⲟϭ ⲁⲩⲱ ⲛⲓⲙ ⲡⲉⲧⲛⲁϣⲟⲩⲱϩ ⲉⲧⲟⲟⲧϥ ⲉϫⲱ ⲛⲛⲉϥⲛⲁ,Who shall number the strength of his majesty? and who shall also tell out his mercies?
ⲟⲩⲙⲟⲟⲩ ⲉϥϣⲏⲕ ⲡⲉ ⲡϣⲁϫⲉ ϩⲙⲡϩⲏⲧ ⲙⲡⲣⲱⲙⲉ ϣⲁⲣⲉⲧⲡⲏⲅⲏ ⲇⲉ ⲛⲧⲥⲟⲫⲓⲁ ⲃⲉⲉⲃⲉ ⲛⲥϥⲱϭⲉ ⲉϩⲣⲁⲓ ⲙⲛϭⲟⲙ ⲙⲙⲟⲥ ⲉϩⲱⲡ,"A word in the heart of a man is a deep water, and a river and fountain of life spring forth."
ⲁⲓϣⲓⲛⲉ ⲛⲥⲱⲕ ϩⲙⲡⲁϩⲏⲧ ⲧⲏⲣϥ ⲙⲡⲣⲛⲟϫⲧ ⲉⲃⲟⲗ ⲛⲛⲉⲕⲉⲛⲧⲟⲗⲏ,Wherewith shall a young man direct his way? by keeping thy words.
ⲁⲓⲣⲁⲕⲧ ⲉϫⲱϥ · ϫⲉⲉⲓⲉⲛⲁⲩ ϫⲉⲟⲩⲛⲣⲱⲙⲉ ⲛϩⲏⲧϥ ·,"and I turned towards it, for I saw that there was a man inside it."
ⲁⲗⲗⲁ ⲧⲉⲅⲣⲁⲫⲏ ⲁⲥⲥⲉⲩϩ ⲟⲩⲟⲛ ⲛⲓⲙ ⲉϩⲟⲩⲛ ϩⲁⲡⲛⲟⲃⲉ . ϫⲉⲕⲁⲁⲥ ⲉϥⲉϯ ⲙⲡⲉⲣⲏⲧ ϩⲓⲧⲛⲧⲡⲓⲥⲧⲓⲥ ⲛⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲛⲛⲉⲧⲡⲓⲥⲧⲉⲩⲉ .,"But the Scriptures imprisoned all things under sin, that the promise by faith in Jesus Christ might be given to those who believe."
ⲁϥⲧⲱϩⲙ ⲉϩⲟⲩⲛ ⲉⲡⲣⲟ ⲙⲡⲕⲁⲥⲧⲣⲟⲛ ·,"And He knocked at the gate of the Camp,"
ⲉϣⲱⲡⲉ,"If the Lord will He can prepare my way of escape, not only from you, but from everybody."
ⲧⲉⲛⲟⲩ ϭⲉ ⲛⲧⲟⲕ ⲡⲏⲓ ⲛⲓⲁⲕⲱⲃ ⲁⲙⲏⲉⲓⲧⲛ ⲛⲧⲛⲃⲱⲕ ϩⲙⲡⲟⲩⲟⲉⲓⲛ ⲙⲡϫⲟⲉⲓⲥ,"And now, O house of Jacob, come, and let us walk in the light of the Lord."
ⲛϥⲡⲱϣ ⲙⲙⲟϥ ⲛϥⲕⲱ ⲛⲧⲉϥⲧⲟ ⲙⲛⲛϩⲩⲡⲟⲕⲣⲓⲧⲏⲥ ⲉϥⲛⲁϣⲱⲡⲉ ⲙⲙⲁⲩ ⲛϭⲓⲡⲣⲓⲙⲉ ⲙⲛⲡϫⲁϩϫϩ ⲛⲛⲟⲃϩⲉ .,"and will cut him in pieces, and appoint his portion with the hypocrites. There is where the weeping and grinding of teeth will be."
ⲛⲧⲟϥ ⲅⲁⲣ ⲡⲉ ⲡⲛⲟⲩⲧⲉ,"For He is the only true God, and it is He Who delivereth those who put their hopes in Him.'"
ⲁⲩⲟⲩⲱⲙⲕ ⲛⲛϫⲱⲱⲣⲉ ⲙⲡⲕⲁϩ ϩⲁⲧⲛⲧⲡⲉⲧⲣⲁ ⲥⲱⲧⲙ ⲉⲛⲁϣⲁϫⲉ ϫⲉⲁⲩϭⲙϭⲟⲙ ⲛⲧϩⲉ ⲙⲡⲟⲩⲙⲟⲧ ⲙⲡⲕⲁϩ ⲁⲩⲡⲱϩ ϩⲓϫⲙⲡⲕⲁϩ,"Their mighty ones have been swallowed up near the rock: they shall hear my words, for they are sweet."
ⲁϥⲣⲓⲙⲉ ⲛϭⲓⲓⲏⲥⲟⲩⲥ .,Jesus wept.
ⲡⲃⲁⲡⲧⲓⲥⲙⲁ ⲛⲓⲱϩⲁⲛⲛⲏⲥ ⲟⲩⲉⲃⲟⲗ ⲧⲱⲛ ⲡⲉ ⲟⲩⲉⲃⲟⲗ ϩⲛⲧⲡⲉ ⲡⲉ ϫⲛⲟⲩⲉⲃⲟⲗ ϩⲛⲛⲉⲣⲱⲙⲉ ⲡⲉ . ⲛⲧⲟⲟⲩ ⲇⲉ ⲁⲩⲙⲉⲉⲩⲉ ϩⲣⲁⲓ ⲛϩⲏⲧⲟⲩ ⲉⲩϫⲱ ⲙⲙⲟⲥ ϫⲉⲉⲛϣⲁⲛϫⲟⲟⲥ ϫⲉⲟⲩⲉⲃⲟⲗ ϩⲛⲧⲡⲉ ⲡⲉ ϥⲛⲁϫⲟⲟⲥ ⲛⲁⲛ ϫⲉⲉⲧⲃⲉⲟⲩ ϭⲉ ⲙⲡⲉⲧⲛⲡⲓⲥⲧⲉⲩⲉ ⲉⲣⲟϥ .,"The baptism of John, where was it from? From heaven or from men?' They reasoned with themselves, saying, 'If we say, 'From heaven,' he will ask us, 'Why then did you not believe him?'"
ⲉϣϫⲉ ⲁⲓⲣⲛⲟⲃⲉ ⲇⲉ ⲉⲙⲛϯϭⲟⲙ ⲁⲓϩⲱⲡ ⲙⲡⲁⲛⲟⲃⲉ,"or if too having sinned unintentionally, I hid my sin;"
ⲉⲓⲡⲁⲧⲁⲥⲥⲉⲓ ⲙⲙⲱⲧⲛ ϩⲛⲟⲩϩⲙⲟⲙ ⲙⲛⲟⲩϣⲱⲛⲉ ⲛⲛⲓⲕⲧⲉⲣⲟⲥ ⲁⲩⲱ ⲁⲧⲉⲧⲛⲧⲁϣⲉ ⲛ…,"I smote you with parching, and with blight: ye multiplied your gardens, your vineyards, and your fig-grounds, and the cankerworm devoured your olive-yards: yet not even thus did ye return to me, saith the Lord."
ⲁⲩⲱ ⲡⲉⲧⲉⲛϥⲛⲁϥⲓ ⲁⲛ ⲙⲡⲉϥⲥⲧⲁⲩⲣⲟⲥ ⲛϥⲟⲩⲁϩϥ ⲛⲥⲱⲓ ⲛϥⲙⲡϣⲁ ⲙⲙⲟⲓ ⲁⲛ .,"He who doesn't take his cross and follow after me, isn't worthy of me."
ⲛⲉⲧⲉⲟⲩⲛ ϭⲟⲙ ⲇⲉ ⲙⲙⲟⲟⲩ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ . ⲙⲁⲣⲟⲩⲉⲓ ⲉϩⲣⲁⲓ ⲛⲥⲉⲕⲁⲧⲏⲅⲟⲣⲓ . ⲉϣϫⲉ ⲟⲩⲛϩⲱⲃ ⲉϥϩⲟⲟⲩ ϩⲙⲡⲉⲓⲣⲱⲙⲉ .,"'Let them therefore,' said he, 'that are in power among you go down with me, and if there is anything wrong in the man, let them accuse him.'"
ⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ ⲛⲛϫⲟⲉⲓⲥ ϫⲉⲟⲩϣⲁ ⲉⲛⲉϩ ⲡⲉ ⲡⲉϥⲛⲁ,Give thanks to the God of heaven; for his mercy endures for ever.
ⲁⲛⲁⲥⲁⲣⲝ ϭⲱϭ ⲉⲃⲟⲗ ϩⲛⲧⲉⲓⲱⲧⲉ ⲛⲧⲡⲉ ·,and my flesh was wasted away by the dews of heaven.
